departamento,habilitados,municipio,votantes,votos_no_marcados,votos_nulos,votacion
Boyaca,5406,San Jose De Pare,2703,102,95,senado
Huila,7096,Iquira,3861,333,217,senado
Guaviare,39701,San Jose Del Guaviare,22290,2238,1229,senado
Cundinamarca,4138,Manta,2116,104,101,senado
Atlantico,20543,Palmar De Varela,13913,521,621,senado
Boyaca,2513,Oicata,1362,47,57,senado
Cundinamarca,9115,San Juan De Rioseco,4517,441,212,senado
Cundinamarca,5218,Susa,2318,85,133,senado
Cordoba,86369,Lorica,51944,1909,1805,senado
Risaralda,9520,Pueblo Rico,4317,774,294,senado
Cundinamarca,7709,Pasca,3589,153,181,senado
La Guajira,16839,Albania,10062,941,712,senado
Santander,2406,Chima,1269,78,70,senado
Cauca,25682,Patia (el Bordo),9718,869,643,senado
Santander,3077,San Benito,1711,78,83,senado
Huila,9066,Saladoblanco,5086,495,206,senado
Boyaca,4339,Togui,1624,149,123,senado
Sucre,199857,Sincelejo,127030,8870,8922,senado
Boyaca,1776,Chivor,815,53,45,senado
Antioquia,16131,Concordia,4583,496,270,senado
Nariño,7291,Ancuya,4307,179,159,senado
Boyaca,1686,La Victoria,836,68,38,senado
Boyaca,6737,Pauna,3039,333,191,senado
Santander,112516,Giron,59863,1665,3995,senado
Nariño,6632,El Rosario,3542,154,134,senado
Antioquia,6784,Guatape,3757,191,172,senado
Vaupes,1703,Caruru,843,214,14,senado
Cordoba,13948,Momil,9699,267,328,senado
Guaviare,4132,Miraflores,1415,380,60,senado
Boyaca,2188,Iza,1023,36,55,senado
Tolima,15317,Lerida,7294,331,431,senado
Tolima,8720,Carmen De Apicala,3969,204,295,senado
Santander,1853,Cepita,1118,44,67,senado
Antioquia,6869,La Pintada,2592,215,153,senado
Nariño,14292,Guachucal,7503,393,369,senado
Boyaca,2240,Corrales,1269,52,53,senado
Putumayo,6004,Santiago,3300,392,144,senado
Boyaca,1549,Paya,978,126,22,senado
Tolima,38848,Chaparral,15771,1343,977,senado
Tolima,25798,Guamo,12449,1093,844,senado
Antioquia,17675,Remedios,4422,568,326,senado
La Guajira,8961,Distraccion,5436,230,218,senado
Valle,12737,Toro,5032,315,342,senado
Cauca,34988,El Tambo,13417,2163,1115,senado
Cordoba,21538,San Antero,12793,733,649,senado
Norte De San,80479,Los Patios,37748,1022,1996,senado
Caldas,44418,Chinchina,22046,1431,1818,senado
Norte De San,2194,Cacota,1302,84,67,senado
Tolima,7144,Villahermosa,3310,346,203,senado
Quindio,2852,Buenavista,1336,115,96,senado
Guainia,674,Mapiripana,201,64,2,senado
Norte De San,21805,Abrego,12028,858,617,senado
Antioquia,6697,Argelia,2372,305,163,senado
Santander,2204,San Miguel,974,75,50,senado
Consulados,3617,Arzerbaiyan,15,0,0,senado
Huila,12715,Guadalupe,6052,541,411,senado
Amazonas,616,Puerto Santander,232,56,8,senado
Cordoba,7815,San Jose De Ure,4253,197,161,senado
Boyaca,4494,San Luis De Gaceno,2148,111,80,senado
Santander,9684,Landazuri,4573,270,218,senado
San Andres,4093,Providencia,1798,332,74,senado
Cundinamarca,17024,Silvania,8651,427,452,senado
Consulados,3700,Malasia,29,0,0,senado
Cundinamarca,2849,Puli,1314,92,47,senado
Consulados,3682,Indonesia,28,0,0,senado
Antioquia,20291,Antioquia,7474,652,482,senado
Casanare,1537,Sacama,641,92,30,senado
Huila,7008,Agrado,3772,237,138,senado
Valle,35618,Dagua,16465,931,780,senado
Boyaca,6941,Santana,3459,175,204,senado
Tolima,19775,Rovira,8446,841,459,senado
Cundinamarca,3726,Chaguani,1779,103,63,senado
Caqueta,6798,Milan,2460,178,128,senado
Santander,1200,Jordan,800,41,34,senado
Antioquia,69099,Caucasia,28879,1878,1816,senado
Caqueta,119792,Florencia,56032,2914,3655,senado
Huila,8802,Palestina,4432,346,271,senado
Boyaca,4647,Buenavista,2148,151,120,senado
Boyaca,11927,Nobsa,7459,183,471,senado
Tolima,29134,Mariquita,12039,710,1135,senado
Cundinamarca,2852,Bituima,1151,102,80,senado
Santander,4964,Matanza,2760,168,159,senado
Cundinamarca,1970,Villagomez,1022,76,44,senado
Santander,499506,Bucaramanga,253100,4946,13486,senado
Boyaca,2321,El Espino,1649,72,47,senado
Cundinamarca,11422,Anolaima,4455,267,292,senado
Caldas,28023,Anserma,13790,1034,1004,senado
Meta,8368,Mesetas,3139,306,216,senado
Magdalena,13261,Chivolo,7536,643,479,senado
Magdalena,40015,Plato,25474,1772,1013,senado
Valle,6756,El Cairo,2667,203,126,senado
Tolima,5973,Santa Isabel,2592,196,127,senado
Huila,94172,Pitalito,44746,2858,2547,senado
Valle,101339,Jamundi,44925,1726,2756,senado
Consulados,11771,Costa Rica,1682,13,40,senado
Magdalena,27615,Aracataca,14956,753,847,senado
Magdalena,28848,Pivijay,18336,933,802,senado
Caldas,5928,Norcasia,2894,233,173,senado
Magdalena,44058,Zona Bananera (sevilla),23964,1398,1310,senado
Boyaca,1240,Sativasur,527,18,17,senado
Santander,1636,Cabrera,994,26,27,senado
Consulados,3771,Trinidad Y Tobago,37,0,3,senado
Bolivar,9049,Zambrano,5110,302,281,senado
Tolima,7728,Anzoategui,3331,346,212,senado
Tolima,59278,Espinal,31651,1396,2593,senado
Valle,15915,Riofrio,7629,489,407,senado
Huila,10983,Tello,5158,443,261,senado
Tolima,7996,Coello,4228,305,195,senado
Antioquia,7249,Pueblorrico,3114,253,110,senado
Nariño,8998,La Florida,6495,294,301,senado
Boyaca,1955,Beteitiva,962,99,37,senado
Putumayo,43578,Puerto Asis,17530,1967,1178,senado
Huila,9443,Pital,5025,361,219,senado
Consulados,3921,Paraguay,94,0,3,senado
Nariño,34828,Tuquerres,18933,1376,1273,senado
Meta,11203,Guamal,6719,254,451,senado
Boyaca,1484,Berbeo,747,29,19,senado
La Guajira,27266,Fonseca,14968,724,624,senado
Caldas,57543,La Dorada,27654,1533,2201,senado
La Guajira,32348,San Juan Del Cesar,18596,791,852,senado
Sucre,11463,San Juan De Betulia (betulia),8696,273,322,senado
Antioquia,12707,Yondo-Casabe,6577,505,373,senado
Atlantico,37951,Galapa,24693,1372,1184,senado
Nariño,7625,Puerres,4955,168,209,senado
Cundinamarca,90485,Facatativa,52987,1920,7261,senado
Antioquia,4091,Carolina,1546,140,91,senado
Guainia,173,Morichal (morichal Nuevo),65,18,1,senado
Boyaca,1695,Pajarito,724,59,30,senado
Antioquia,17296,Amalfi,5224,571,337,senado
Tolima,5197,Villarrica,1920,129,97,senado
Nariño,11484,San Pablo,8065,406,330,senado
Antioquia,39861,Marinilla,19819,1185,1290,senado
Cordoba,22210,Tuchin,14618,1037,735,senado
Atlantico,1069129,Barranquilla,585893,26244,42141,senado
Bolivar,6165,Rioviejo,4071,188,146,senado
Boyaca,1488,San Eduardo,804,45,29,senado
Nariño,5616,Sapuyes,3397,181,152,senado
Huila,11710,Tarqui,6512,434,321,senado
Nariño,13708,Taminango,7574,441,321,senado
Antioquia,46230,La Ceja,24412,1438,2056,senado
Choco,10461,Bajo Baudo (pizarro),6257,606,260,senado
Caldas,39484,Villamaria,23032,1223,1761,senado
Norte De San,15289,Convencion,6089,382,356,senado
Casanare,1641,Chameza,1160,39,41,senado
Tolima,17251,Coyaima,6539,1147,368,senado
Cundinamarca,5759,Granada,2776,147,223,senado
Cordoba,26570,Puerto Libertador,14525,864,691,senado
Boyaca,4476,Chiquiza,2557,377,163,senado
Antioquia,2801,Olaya,1323,83,50,senado
Nariño,5515,El Peñol,3757,137,185,senado
Santander,6602,Aratoca,3511,278,249,senado
Norte De San,6188,Cucutilla,3817,304,151,senado
Cundinamarca,9250,Gacheta,3964,293,247,senado
Atlantico,10817,Santa Lucia,7286,225,308,senado
Nariño,95048,Ipiales,44388,3501,3059,senado
Risaralda,403149,Pereira,198334,9474,15394,senado
Cordoba,18486,Moñitos,10471,472,354,senado
Huila,18816,Isnos,9827,917,603,senado
Putumayo,11005,Puerto Guzman,4475,634,194,senado
Antioquia,11044,San Luis,4476,342,214,senado
Consulados,286440,Venezuela,28777,1312,1436,senado
Caqueta,7835,Solano,2095,291,100,senado
Consulados,4070,Portugal,136,0,5,senado
Cundinamarca,8613,Guacheta,3966,319,396,senado
Santander,2433,Confines,1253,64,69,senado
Huila,15460,Timana,8273,842,350,senado
Casanare,6893,Pore,4048,207,156,senado
Valle,70877,Candelaria,36125,1911,2873,senado
Santander,11803,El Playon,5151,366,369,senado
Consulados,12369,Argentina,2410,6,145,senado
Quindio,10552,Filandia,5360,473,455,senado
Choco,5300,Union Panamericana (las Animas,2710,263,152,senado
Caldas,6918,Marmato,2429,218,177,senado
Cundinamarca,8727,San Antonio Del Tequendama,3698,192,267,senado
Tolima,4236,Roncesvalles,1744,177,90,senado
Boyaca,3531,Tenza,1799,177,118,senado
Antioquia,35036,Carmen De Viboral,19348,1295,1292,senado
Santander,3376,Jesus Maria,1414,85,80,senado
Santander,6957,San Andres,3451,245,191,senado
Cauca,19322,Morales,8578,1523,514,senado
Risaralda,12280,Santuario,5301,401,269,senado
La Guajira,116003,Riohacha,56793,3767,3380,senado
Nariño,125136,Tumaco,58365,3814,3403,senado
Nariño,8491,Roberto Payan (san Jose),2892,104,194,senado
Boyaca,7315,Muzo,3747,314,240,senado
Cundinamarca,3478,Cabrera,1331,84,78,senado
Valle,1681290,Cali,735514,23140,48109,senado
Cundinamarca,21283,La Calera,10163,264,842,senado
Huila,4716,Nataga,2411,219,132,senado
Antioquia,16144,Peñol,7123,492,337,senado
Cundinamarca,8998,Simijaca,4194,230,305,senado
Cundinamarca,5179,Alban,2430,138,194,senado
Norte De San,82452,Villa Del Rosario,36655,1634,2034,senado
Huila,6045,Baraya,2505,231,100,senado
Antioquia,251747,Itagui,113702,4223,8247,senado
Valle,14488,Yotoco,7242,387,427,senado
Antioquia,5180,Caramanta,1898,233,83,senado
Huila,41819,La Plata,20740,1581,1205,senado
Meta,8194,San Carlos De Guaroa,4380,275,307,senado
Boyaca,2287,Rondon,1253,104,28,senado
Meta,7993,Lejanias,3293,284,213,senado
Boyaca,11027,Ventaquemada,5417,414,362,senado
Sucre,43830,San Marcos,24093,1073,1122,senado
Choco,2588,Sipi,1787,164,54,senado
Santander,4926,Capitanejo,2457,175,117,senado
Nariño,7069,Santacruz (guachaves),3575,227,141,senado
Cesar,7547,Manaure Balcon Del Cesar (mana,4603,169,130,senado
Boyaca,4744,Arcabuco,2367,131,151,senado
Meta,3062,El Dorado,1792,80,91,senado
Quindio,28123,La Tebaida,15086,1165,1361,senado
Meta,6279,Puerto Concordia,2469,214,216,senado
Cundinamarca,11589,Anapoima,4965,282,262,senado
Cauca,8949,La Sierra,4815,497,280,senado
Atlantico,18279,Juan De Acosta,12801,334,434,senado
Boyaca,3287,Caldas,1375,88,59,senado
Cordoba,28813,San Andres De Sotavento,18531,1255,875,senado
Putumayo,23751,Valle Del Guamuez (la Hormiga),10079,1195,525,senado
Choco,7422,El Litoral Del San Juan,3076,377,188,senado
Santander,30596,Lebrija,16233,723,958,senado
Cundinamarca,15317,Tabio,8181,318,817,senado
Boyaca,25613,Paipa,14151,402,890,senado
Boyaca,41421,Chiquinquira,20509,712,1585,senado
Tolima,5839,Falan,2917,270,250,senado
Boyaca,6128,Socha,2589,213,154,senado
Antioquia,5823,Anza,1982,320,114,senado
Antioquia,4808,Armenia,1736,268,104,senado
Quindio,30271,Quimbaya,15923,1410,1131,senado
Boyaca,5131,Boavita,2222,119,93,senado
Sucre,7210,Coloso (ricaurte),4706,266,232,senado
Guainia,184,La Guadalupe,105,53,3,senado
Tolima,20242,Planadas,7737,1120,619,senado
Santander,21024,Sabana De Torres,9030,533,635,senado
Bolivar,17746,Calamar,9996,521,488,senado
Cundinamarca,4477,San Cayetano,1860,150,83,senado
Putumayo,4764,San Francisco,3067,246,103,senado
Antioquia,11063,Venecia,4187,351,262,senado
Choco,7505,Medio San Juan,4229,395,205,senado
Consulados,15111,Inglaterra,2454,25,80,senado
Cundinamarca,32085,Ubate,15386,652,1866,senado
Sucre,26847,Majagual,16471,556,604,senado
Consulados,3735,Corea Del Sur,41,0,0,senado
Nariño,6696,Colon (genova),4461,199,191,senado
Bolivar,20072,Santa Rosa Del Sur,8646,471,507,senado
Tolima,33225,Libano,14288,1004,1025,senado
Santander,10997,El Carmen,5135,242,273,senado
Santander,1460,Vetas,811,46,59,senado
Tolima,11062,San Luis,6076,445,308,senado
Risaralda,60931,Santa Rosa De Cabal,32246,1912,2535,senado
Cundinamarca,4705,Utica,2438,176,86,senado
Consulados,3615,Argelia,5,0,0,senado
Choco,5496,Nuqui,2995,796,117,senado
Tolima,4477,Suarez,2516,111,105,senado
Cundinamarca,6146,Carmen De Carupa,2664,158,140,senado
Huila,6690,Teruel,3888,182,131,senado
Arauca,3853,Puerto Rondon,1834,119,60,senado
Bolivar,6905,San Jacinto Del Cauca,3345,194,222,senado
Cundinamarca,218928,Soacha,110653,4568,11345,senado
Nariño,6459,Magui (payan),2814,241,138,senado
Antioquia,67117,Sabaneta,36678,968,1885,senado
Atlantico,9796,Tubara,6469,157,204,senado
Cundinamarca,64721,Funza,35504,1126,4319,senado
Quindio,7409,Genova,3775,411,218,senado
Boyaca,36187,Puerto Boyaca,18374,1547,1839,senado
Sucre,9965,Buenavista,5502,239,314,senado
Antioquia,239626,Envigado,122576,3427,6569,senado
Norte De San,9884,Teorama,4521,227,197,senado
Arauca,33644,Saravena,15260,1206,1149,senado
Valle,37113,Zarzal,20112,865,1416,senado
Consulados,283372,Estados Unidos,35476,358,967,senado
Consulados,13831,Italia,1112,6,45,senado
Antioquia,14159,San Carlos,6023,660,359,senado
Magdalena,9632,Pedraza,7042,194,329,senado
Cundinamarca,24170,La Mesa,10119,504,668,senado
Tolima,4927,Valle De San Juan,2599,164,133,senado
Sucre,4495,Chalan,2890,244,144,senado
Atlantico,66764,Sabanalarga,45111,1544,2044,senado
Cundinamarca,14954,El Rosal,9493,858,1174,senado
Risaralda,159074,Dosquebradas,83595,5432,6978,senado
Huila,12350,Suaza,5491,566,328,senado
Nariño,287391,Pasto,156300,6026,12308,senado
Valle,160891,Tulua,75679,2978,5346,senado
Caqueta,5708,Solita,1912,171,134,senado
Magdalena,84057,Cienaga,47106,2235,2426,senado
Bolivar,14008,Santa Rosa,8438,508,528,senado
Magdalena,7624,Salamina,4931,247,265,senado
Santander,4960,Concepcion,2499,118,172,senado
Amazonas,465,Miriti Parana,190,40,3,senado
Choco,8426,Unguia,3538,583,177,senado
Antioquia,17950,Ituango,4096,802,263,senado
Norte De San,3832,Pamplonita,2515,194,158,senado
Amazonas,4444,Puerto Nariño,2752,822,94,senado
Valle,15949,Trujillo,6890,541,365,senado
Meta,6456,Puerto Lleras,2752,199,186,senado
Antioquia,17641,Dabeiba,6305,689,347,senado
Nariño,5395,Belen,3279,135,142,senado
Cundinamarca,17154,Sopo,10375,326,1216,senado
Sucre,18495,Toluviejo,10790,403,433,senado
Amazonas,269,Puerto Alegria,84,29,2,senado
Boyaca,3197,Jerico,1342,243,68,senado
Cundinamarca,6440,Nilo,2931,131,118,senado
Tolima,15503,Natagaima,6936,513,378,senado
Sucre,23215,Tolu,14188,1190,821,senado
Antioquia,10330,Granada,4106,484,238,senado
Caldas,2595,Marulanda,1282,121,50,senado
Cundinamarca,8997,Arbelaez,4644,213,240,senado
Santander,2237,San Joaquin,1241,79,29,senado
Huila,23993,San Agustin,11272,1418,641,senado
Consulados,133,Irlanda,63,0,5,senado
Cundinamarca,5491,Fosca,2435,135,97,senado
Putumayo,36385,Mocoa,19355,1546,990,senado
Caldas,5635,La Merced,3180,205,128,senado
Antioquia,22270,Amaga,8296,539,608,senado
Consulados,3682,Republica De Filipinas,39,0,1,senado
Choco,80687,Quibdo,41104,3889,3800,senado
Consulados,5576,Belgica,553,5,14,senado
Caldas,8334,Victoria,4018,275,239,senado
Consulados,4385,Bolivia,162,1,8,senado
Cundinamarca,4495,Guayabetal,2520,142,151,senado
Magdalena,22254,Ariguani (el Dificil),13452,965,523,senado
Risaralda,6541,La Celia,3097,301,258,senado
Boyaca,10819,Villa De Leiva,5589,247,352,senado
Choco,6179,Carmen Del Darien,2486,240,146,senado
Sucre,18140,Los Palmitos,12515,373,422,senado
Santander,4723,Valle De San Jose,2643,136,146,senado
Boyaca,1633,Panqueba,787,28,21,senado
Boyaca,8614,Tibasosa,4410,257,317,senado
Quindio,5873,Salento,2964,157,178,senado
Antioquia,6676,Campamento,1930,290,148,senado
Quindio,59575,Calarca,30627,1695,2703,senado
Santander,3620,El Peñon,1874,115,93,senado
Santander,1529,Aguada,822,31,31,senado
Antioquia,22328,Santa Barbara,8308,655,609,senado
Norte De San,3707,Villa Caro,2022,154,99,senado
Bolivar,11282,Barranco De Loba,5863,508,309,senado
Santander,1863,Guapota,1041,59,42,senado
Caldas,9398,Filadelfia,5000,401,236,senado
Consulados,3801,Sudafrica,67,0,0,senado
Antioquia,12132,Valdivia,3441,354,287,senado
Antioquia,17149,Frontino,4874,608,295,senado
Caqueta,19237,Puerto Rico,6777,649,436,senado
Boyaca,2151,Briceño,1039,99,38,senado
Boyaca,5428,Sutamarchan,3194,108,156,senado
Cauca,17003,Inza,7378,1102,481,senado
Caqueta,7626,Curillo,2386,207,106,senado
Boyaca,1369,Tunungua,768,102,34,senado
Boyaca,3655,San Mateo,1777,89,70,senado
Choco,4222,San Jose Del Palmar,1688,90,131,senado
Boyaca,1976,Almeida,869,63,35,senado
Santander,8705,Los Santos,4879,271,262,senado
Atlantico,46888,Baranoa,30256,1038,1007,senado
Cundinamarca,9317,Nemocon,5017,358,623,senado
Casanare,6213,Nunchia,3548,351,174,senado
Boyaca,4627,Raquira,2273,136,136,senado
Cauca,8858,Purace (coconuco),3941,516,312,senado
Antioquia,18390,Nechi,7410,755,345,senado
Santander,22514,Rionegro,10245,663,770,senado
Choco,4205,Certegui,2585,90,188,senado
Meta,1703,El Calvario,881,47,44,senado
Cundinamarca,6056,Bojaca,3604,199,449,senado
Valle,11084,Obando,5955,363,512,senado
Atlantico,10108,Suan,6439,163,183,senado
Nariño,10321,Cordoba,5051,295,250,senado
Quindio,22777,Circasia,12440,766,916,senado
Antioquia,3198,San Jose De La Montaña,1180,107,86,senado
Cordoba,18335,Puerto Escondido,10059,594,408,senado
Guainia,20794,Inirida,13186,3049,312,senado
Consulados,137430,España,12928,194,449,senado
Cesar,18527,San Alberto,8909,383,582,senado
Consulados,17071,Chile,2233,21,138,senado
Norte De San,4929,Gramalote,2753,148,144,senado
Santander,24922,Barbosa,11732,426,818,senado
Casanare,16385,Tauramena,9973,652,683,senado
Tolima,8556,Alvarado,4345,249,189,senado
Antioquia,6567,Briceño,3447,362,159,senado
Consulados,27,Belice,17,0,0,senado
Valle,52892,El Cerrito,26483,1106,1768,senado
Norte De San,6201,Bochalema,3897,162,162,senado
Risaralda,11400,Mistrato,5523,765,328,senado
Boyaca,2399,Paez,1435,85,55,senado
Antioquia,7679,Maceo,3204,323,156,senado
Boyaca,17634,Moniquira,8687,547,565,senado
Putumayo,14727,Puerto Leguizamo,5593,738,316,senado
Boyaca,3458,Sachica,2140,161,99,senado
Cauca,23800,Cajibio,10480,1851,809,senado
Sucre,26124,Since,15360,772,696,senado
Cundinamarca,4304,Topaipi,2420,281,64,senado
Bolivar,8478,Arroyo Hondo,4960,165,140,senado
Consulados,17696,Brasil,968,3,36,senado
Cesar,27477,Bosconia,14281,877,1004,senado
Cundinamarca,5757,Tausa,2533,217,309,senado
Boyaca,4995,Quipama,2353,213,161,senado
Meta,9485,Fuente De Oro,4457,286,324,senado
Santander,7475,Zapatoca,3000,148,194,senado
Nariño,14680,Pupiales,8485,520,626,senado
Santander,4826,Cerrito,2525,159,135,senado
Boyaca,4063,Gameza,1906,142,91,senado
Antioquia,1994,Abriaqui,1029,25,110,senado
Santander,7606,Mogotes,3557,275,282,senado
Norte De San,11540,El Tarra,3947,351,297,senado
Vichada,18731,Puerto Carreño,8963,1256,250,senado
Nariño,5360,San Pedro De Cartago,3895,207,201,senado
Boyaca,11841,Garagoa,5938,318,418,senado
Boyaca,5469,Sotaquira,2916,240,179,senado
Sucre,42336,San Onofre,23549,1422,1318,senado
Cundinamarca,5529,Junin,2070,198,120,senado
Santander,2081,Santa Barbara,1192,70,63,senado
Valle,8028,Versalles,3217,185,211,senado
Cordoba,73229,Cerete,44413,2360,2150,senado
Boyaca,2623,Sora,1514,117,80,senado
Santander,3136,Surata,1804,115,85,senado
Cordoba,32745,Ayapel,17120,1074,895,senado
Huila,5710,Hobo,2704,249,159,senado
Consulados,3737,Polonia,49,0,0,senado
Consulados,4525,Israel,110,1,2,senado
Santander,3284,Gambita,1588,156,104,senado
Caldas,15619,Manzanares,7454,531,425,senado
Boyaca,3875,Cienega,2003,131,83,senado
Santander,3676,Carcasi,1727,124,89,senado
Valle,101984,Buga,51769,1622,4106,senado
Cordoba,25887,Valencia,13303,806,524,senado
Antioquia,13656,Cañasgordas,6141,529,472,senado
Nariño,6218,Cumbitara,2864,137,143,senado
Huila,8131,Santa Maria,3959,358,195,senado
Norte De San,33849,Tibu,13411,984,988,senado
Antioquia,24315,Bolivar,8653,703,529,senado
Cundinamarca,12625,La Vega,6711,443,430,senado
Consulados,5101,Curazao,261,3,8,senado
Vaupes,104,Morichal (papunagua),46,37,0,senado
Consulados,3618,Ghana,5,0,1,senado
Antioquia,26556,Taraza,5978,670,318,senado
Santander,1851,Hato,941,93,57,senado
Boyaca,2698,Somondoco,1241,119,66,senado
Meta,17852,San Martin De Los Llanos,9426,435,673,senado
Meta,8217,La Macarena,2689,242,196,senado
Choco,5321,Novita,2721,588,150,senado
Nariño,17270,Buesaco,9849,717,528,senado
Norte De San,7837,Chitaga,4611,249,277,senado
Cordoba,62880,Tierralta,33472,1969,1423,senado
Tolima,28079,Melgar,13528,469,913,senado
Cundinamarca,21059,Pacho,9670,689,594,senado
Sucre,13256,Guaranda,7097,351,390,senado
Nariño,5727,Nariño,4025,243,312,senado
Cesar,46565,Agustin Codazzi,23206,1233,1364,senado
Santander,4480,Guavata,2165,102,68,senado
Cauca,18253,Caloto,9542,635,692,senado
Antioquia,5767,Guadalupe,2093,240,104,senado
Cundinamarca,8654,Sasaima,4239,269,216,senado
Cauca,32281,Puerto Tejada,14890,1095,2027,senado
Meta,23974,Puerto Lopez,12305,766,1033,senado
La Guajira,24428,Barrancas,13797,969,621,senado
Bolivar,94165,Magangue,57209,3039,2672,senado
Cundinamarca,3762,Guayabal De Siquima,2086,106,84,senado
Valle,28231,Caicedonia,12098,759,1041,senado
Cauca,12754,Lopez (micay),5609,90,117,senado
Santander,5227,Tona,2828,157,193,senado
Sucre,46819,Corozal,30513,1388,1497,senado
